State,Location,Address,City,Facility,Hours,Phone.Number,Eligibility,Link,lon,lat,geoAddress
Texas,Physicians Premier,11158 Leopard Street Suite 103,Corpus Christi,Clinic,,(361) 991-0811 ,,https://mdpremier.com/covid-care/,-97.5848682,27.8463106,"11158 leopard st #103, corpus christi, tx 78410, usa"
Texas,Physicians Premier,7750 South Padre Island Drive,Corpus Christi,Clinic,,(361) 994-1911 ,,https://mdpremier.com/covid-care/,-97.3312764,27.6897776,"7750 s padre island dr, corpus christi, tx 78412, usa"
Texas,Physicians Premier,4141 S Staples St Suite 106,Corpus Christi,Clinic,,(361) 991-0911 ,,https://mdpremier.com/covid-care/,-97.3793147,27.7256504,"4141 s staples st #106, corpus christi, tx 78411, usa"
Texas,CVS Health COVID-19 Testing Site,4166 South Staples Street,Corpus Christi,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-97.3780357,27.7256552,"4166 s staples st, corpus christi, tx 78411, usa"
Texas,CVS Health COVID-19 Testing Site,7798 South Padre Island Drive,Corpus Christi,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-97.3306858,27.6895355,"7798 s padre island dr, corpus christi, tx 78412, usa"
Texas,Integrity Urgent Care,2901 W Seventh Ave,Corsicana,Clinic,,(903) 616 - 0111,,https://www.integrityuc.com/covid19,-96.4932921,32.0769661,"2901 w 7th ave, corsicana, tx 75110, usa"
Texas,Community Med Family Urgent Care,11350 US380 Suite 100,Cross Roads,Clinic,,940-228-0721,,https://communitymedcare.com/news/,-96.9869314,33.2262279,"11350 us-380 #100, cross roads, tx 76227, usa"
Texas,CVS Health COVID-19 Testing Site,825 South Crowley Road,Crowley,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.3515292,32.5667769,"825 s crowley rd, crowley, tx 76036, usa"
Texas,CVS Health COVID-19 Testing Site,12550 Louetta Road,Cypress,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-95.6135367,29.9970278,"12550 louetta rd, cypress, tx 77429, usa"
Texas,MD Kids Pediatrics,20403 Farm to Market Rd 529 Suite 200,Cypress,Drive-thru,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",1-888-776-5252,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-95.7225369,29.8782984,"20403 farm to market rd 529 #200, katy, tx 77449, usa"
Texas,CVS Health COVID-19 Testing Site,26265 Northwest Freeway,Cypress,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-95.7007198,29.9730434,"26265 northwest fwy, cypress, tx 77429, usa"
Texas,CVS Health COVID-19 Testing Site,10515 Fry Road,Cypress,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-95.7240999,29.9395676,"10515 fry rd, cypress, tx 77433, usa"
Texas,CVS Health COVID-19 Testing Site,10014 Garland Road,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.6956014,32.8381247,"10014 garland rd, dallas, tx 75218, usa"
Texas,CityDoc Urgent Care,10759 Preston Rd,Dallas,Clinic,,972-480-3400,,https://citydoc.net/,-96.8044932,32.8941653,"10759 preston rd, dallas, tx 75230, usa"
Texas,PrimaCare,11888 Marsh Ln,Dallas,Drive-thru,,972-488-9222,,https://nextcare.com/curbside/,-96.8548641,32.9104217,"11888 marsh ln, dallas, tx 75244, usa"
Texas,Passport Health,12810 Hillcrest Rd Suite B131,Dallas,Drive-thru,6-Aug,469-241-1954,call ahead for appt,https://www.passporthealthusa.com/,-96.785173,32.923762,"12810 hillcrest rd b131, dallas, tx 75230, usa"
Texas,CVS Health COVID-19 Testing Site,13033 Coit Road,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.769768,32.9265521,"13033 coit rd, dallas, tx 75240, usa"
Texas,CVS Health COVID-19 Testing Site,150 East Illinois Avenue,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.8222879,32.7198656,"150 e illinois ave, dallas, tx 75224, usa"
Texas,Walmart,15757 Coit Rd,Dallas,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-96.7706909,32.9633941,"15757 n coit rd, dallas, tx 75248, usa"
Texas,City Square,1610 S Malcolm X Blvd,Dallas,Drive-thru,"T,W,R,F- 1pm - 5 pm; Sat- 8:30 am- 2:30 pm",,,https://www.thelittleclinic.com/drivethru-testing,-96.7782813,32.7784615,"community health services, 1610 s malcolm x blvd, dallas, tx 75226, usa"
Texas,CVS Health COVID-19 Testing Site,17410 Marsh Lane,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.854239,32.9875657,"17410 marsh ln, dallas, tx 75287, usa"
Texas,Walgreens,2060 S Buckner Blvd,Dallas,Drive-thru,9am-5pm,,Appointment only \u2013 complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx,-96.6819619,32.748332,"2060 s buckner blvd, dallas, tx 75217, usa"
Texas,American Airlines Center,2500 Victory Blvd,Dallas,Drive-thru,8am to 5pm,,senior age with high temp,http://www.americanairlinescenter.com/arena-information/covid-19,-74.1464295,40.609759,"2500 victory blvd, staten island, ny 10314, usa"
Texas,CityDoc Urgent Care,2909 McKinney Ave,Dallas,Clinic,,214-871-7000,,https://citydoc.net/,-96.8011493,32.7998843,"2909 mckinney ave, dallas, tx 75204, usa"
Texas,CVS Health COVID-19 Testing Site,3030 Sylvan Avenue,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.835188,32.7792096,"3030 sylvan ave, dallas, tx 75212, usa"
Texas,CVS Health COVID-19 Testing Site,3133 East Lemmon Avenue,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.79806,32.8068821,"3133 lemmon ave e, dallas, tx 75204, usa"
Texas,MD Kids Pediatrics - Saner,3201 W Saner Ave,Dallas,Drive-thru,,1-888-776-5252,,,-96.873258,32.7137014,"3201 w saner ave, dallas, tx 75233, usa"
Texas,MD Kids Pediatrics,3434 W Illinois Ave Suite 3063,Dallas,Drive-thru,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",1-888-776-5252,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-96.8771546,32.7188881,"3434 w illinois ave #3063, dallas, tx 75211, usa"
Texas,Methodist Health System,3500 W Wheatland Rd,Dallas,Drive-thru,,(214) 933-8811,,https://www.methodisthealthsystem.org/covid-19/,-96.8764465,32.6456645,"3500 w wheatland rd, dallas, tx 75237, usa"
Texas,Parkland Health and Hospital System,5200 Harry Hines Blvd,Dallas,Drive-thru,,,,,-96.8356763,32.8128222,"5200 harry hines blvd, dallas, tx 75235, usa"
Texas,CityDoc Urgent Care,5301 W Lovers Ln,Dallas,Clinic,,214-352-7800,,https://citydoc.net/,-96.8207807,32.8515834,"5301 w lovers ln, dallas, tx 75209, usa"
Texas,Neighborhood Medical Center,5917 Belt Line Rd,Dallas,Drive-thru,daily,972.726.6464,flu and strep screen,https://www.neighborhoodmedicalcenter.com/,-96.8050079,32.9547042,"5917 belt line rd, dallas, tx 75254, usa"
Texas,PrimaCare,6350 East Mockingbird Lane,Dallas,Drive-thru,,214-828-0448,,https://nextcare.com/curbside/,-96.7533578,32.8361632,"6350 e mockingbird ln, dallas, tx 75214, usa"
Texas,CVS Health COVID-19 Testing Site,7102 Campbell Road,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.7851064,32.9787298,"7102 campbell rd, dallas, tx 75248, usa"
Texas,CVS Health COVID-19 Testing Site,7203 Skillman Street,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.7357263,32.8791236,"7203 skillman st, dallas, tx 75231, usa"
Texas,Watermark Urgent Care,7540 Lyndon B Johnson Fwy,Dallas,Clinic,,(214) 361-2275,,https://www.watermarkurgentcare.com/testing,-96.7776753,32.9226436,"7540 lyndon b johnson fwy, dallas, tx 75251, usa"
Texas,Quest Care Medical Clinic,7540 Lyndon B Johnson Fwy,Dallas,Clinic,,,,http://questcaremedicalclinic.com/,-96.7776753,32.9226436,"7540 lyndon b johnson fwy, dallas, tx 75251, usa"
Texas,CVS Health COVID-19 Testing Site,7979 Beltline Road,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.770019,32.9511627,"7979 belt line rd, dallas, tx 75248, usa"
Texas,Ellis Davis Field House,9191 S Polk S,Dallas,Drive-thru,,,,https://www.dshs.state.tx.us/coronavirus/testing.aspx#dallas,-96.8422444,32.6373547,"9191 s polk st, dallas, tx 75232, usa"
Texas,CVS Health COVID-19 Testing Site,9390 Forest Lane,Dallas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.7361272,32.9082682,"9390 forest ln, dallas, tx 75243, usa"
Texas,Walmart,9410 Webb Chapel Rd,Dallas,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",800-635-8611,,https://corporate.walmart.com/covid19testing,-96.8570454,32.8621413,"9410 webb chapel rd, dallas, tx 75220, usa"
Texas,MD Family Clinic - Bruton,9709 Bruton Rd,Dallas,Drive-thru,,1-888-776-5252,,,-96.6551794,32.7490929,"9709 bruton rd, dallas, tx 75217, usa"
Texas,MD Family Clinic - Marsh,9991 Marsh Ln Suite 100,Dallas,Drive-thru,,1-888-776-5252,,,-96.8566637,32.8800046,"9991 marsh ln #100, dallas, tx 75220, usa"
Texas,MED Urgent Care,4400 Teasley Ln Suite 200,Denton,Clinic,,(940) 220-3224,,https://www.minoremergencyofdenton.com/covid-19-testing,-97.1059557,33.1506503,"4400 teasley ln #200, denton, tx 76210, usa"
Texas,Walmart,951 W Belt Line Rd,Desoto,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-96.8798363,32.5929236,"951 w belt line rd, desoto, tx 75115, usa"
Texas,CVS Health COVID-19 Testing Site,2820 West University Drive,Edinburg,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-98.1937048,26.3052399,"2820 w university dr, edinburg, tx 78539, usa"
Texas,CVS Health COVID-19 Testing Site,12051 Tierra Este Road,El Paso,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-106.25272,31.7749618,"12051 tierra este rd, el paso, tx 79938, usa"
Texas,SISD Aquatic Center,1257 Southview Dr,El Paso,Drive-thru,Monday\u2013Friday: 8:00 AM \u2013 11:00 AM MDT,,,https://virtualcarefamilies.com/testsite/,-106.2707626,31.713255,"1257 southview dr, el paso, tx 79928, usa"
Texas,MD Kids Pediatrics Health Network ,1570 Lomaland Dr Suite A,El Paso,Drive-thru,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",1-888-776-5252,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-106.3280301,31.7561907,"1570 lomaland dr suite a, el paso, tx 79935, usa"
Texas,CVS Health COVID-19 Testing Site,1780 N Lee Trevino Drive,El Paso,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-106.3185573,31.7647932,"1780 lee trevino dr, el paso, tx 79936, usa"
Texas,Walmart,1850 N Zaragoza Rd,El Paso,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-106.2707863,31.7557567,"1850 n zaragoza rd, el paso, tx 79936, usa"
Texas,Care Urgent Care,3051 North Zaragoza Rd ,El Paso,Clinic,,(915) 213-7222,,https://www.ucareclinics.com/about-us-at-urgent-care-clinic-in-el-paso-tx,-106.246997,31.7820525,"3051 n zaragoza rd, el paso, tx 79938, usa"
Texas,Burnet Elementary School,3700 Thomason Ave,El Paso,Drive-thru,Monday\u2013Friday: 8:00 AM \u2013 11:00 AM MDT,,,https://virtualcarefamilies.com/testsite/,-106.4494674,31.8301277,"3700 thomason ave, el paso, tx 79904, usa"
Texas,Walmart,4530 Woodrow Bean,El Paso,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-106.4371641,31.8980984,"4530 woodrow bean, el paso, tx 79924, usa"
Texas,Walmart,7555 N Mesa St,El Paso,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-106.5655889,31.8359397,"7555 n mesa st, el paso, tx 79912, usa"
Texas,CVS Health COVID-19 Testing Site,8041 N Mesa Street Suite A ,El Paso,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-106.578664,31.8402486,"8041 n mesa st suite a, el paso, tx 79922, usa"
Texas,Country Club Urgent Care,8041 North Mesa Suite B2,El Paso,Clinic,,(915) 307-3870,,https://www.countrycluburgentcare.net/a-message-to-our-community-about-covid-19/,-106.578664,31.8402486,"8041 n mesa st b2, el paso, tx 79922, usa"
Texas,Swift Care,1201 Main Street,Euless,Drive-thru,,(682) 738-3460,,http://www.myswiftcare.com/news.html,-96.8018622,32.7804991,"1201 main st, dallas, tx 75202, usa"
Texas,Walmart,802 E US Highway 80,Forney,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-96.4477546,32.7435309,"802 e us hwy 80, forney, tx 75126, usa"
Texas,PrimaCare,2205 N Tarrant Pkwy,Fort Worth,Drive-thru,,817 328-3320,,https://nextcare.com/curbside/,-97.3268047,32.8991661,"2205 n tarrant pkwy, fort worth, tx 76177, usa"
Texas,CVS Health COVID-19 Testing Site,2706 Jacksboro Highway,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.3874927,32.7898164,"2706 jacksboro hwy, fort worth, tx 76114, usa"
Texas,Quest Care Medical Clinic,301 Clifford Center Drive Suite 115,Fort Worth,Clinic,,(817) 737-6552,,http://questcaremedicalclinic.com/,-97.4795825,32.7644536,"301 clifford center dr #115, fort worth, tx 76108, usa"
Texas,CityDoc Urgent Care,3020 W 7th St,Fort Worth,Clinic,,817-984-8687,,https://citydoc.net/,-97.3607251,32.7519266,"3020 w 7th st, fort worth, tx 76107, usa"
Texas,University Urgent Care,3107 Greene Avenue,Fort Worth,Clinic,,817-587-0465,,https://universityurgent.care/,-97.3578805,32.7059237,"3107 greene ave, fort worth, tx 76109, usa"
Texas,CVS Health COVID-19 Testing Site,3401 Atla Mere Drive,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.4402904,32.7213485,"3401 alta mere dr, fort worth, tx 76116, usa"
Texas,CVS Health COVID-19 Testing Site,3614 Camp Bowie,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.3719991,32.7475372,"3614 camp bowie blvd, fort worth, tx 76107, usa"
Texas,Clinicas Mi Doctor - Seminary location,4200 South Fwy Suite 106,Fort Worth,Drive-thru,,1-888-776-5252,,,-97.3220803,32.6849588,"4200 south fwy #106, fort worth, tx 76115, usa"
Texas,CVS Health COVID-19 Testing Site,4333 Western Center Boulevard,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.291337,32.861858,"4333 western center blvd, fort worth, tx 76137, usa"
Texas,iCare ER & Urgent Care FW,5500 Sycamore School Rd,Fort Worth,Clinic,,682-647-5622,,https://icare-er.com/covid-19-what-you-need-to-know,-97.4118474,32.630533,"5500 sycamore school rd, fort worth, tx 76123, usa"
Texas,MedExpress,5700 N Tarrant Pkwy,Fort Worth,Drive-thru,,817-281-0196,,https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html,-97.2652226,32.8941111,"5700 n tarrant pkwy, fort worth, tx 76244, usa"
Texas,CVS Health COVID-19 Testing Site,6431 McCart Ave,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.3661318,32.6504229,"6431 mccart ave, fort worth, tx 76133, usa"
Texas,CVS Health COVID-19 Testing Site,700 W Seminary Drive,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.3326989,32.6854372,"700 w seminary dr, fort worth, tx 76115, usa"
Texas,J.P. Elder Middle School,709 NW 21st St,Fort Worth,Drive-thru,8:30am - 2:30 pm,,,https://www.thelittleclinic.com/drivethru-testing,-97.3573509,32.7818521,"709 nw 21st st, fort worth, tx 76164, usa"
Texas,Walmart,8520 N Beach St,Fort Worth,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-97.2865307,32.8951702,"8520 n beach st, fort worth, tx 76244, usa"
Texas,Walgreens,8600 Camp Bowie West Blvd,Fort Worth,Drive-thru,9am-5pm,,Appointment only \u2013 complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx,-97.4661127,32.7249443,"8600 camp bowie w blvd, fort worth, tx 76116, usa"
Texas,CVS Health COVID-19 Testing Site,9620 White Settlement Road,Fort Worth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.484545,32.7629622,"9620 white settlement rd, fort worth, tx 76108, usa"
Texas,Legacy ER,16151 Eldorado Pkwy,Frisco,Clinic,,972-731-5151,,https://legacyer.com/,-96.7335938,33.1736519,"16151 w eldorado pkwy, frisco, tx 75035, usa"
Texas,iCare ER & Urgent Care Frisco,2955 Eldorado Pkwy Suite 100,Frisco,Clinic,,214-833-9803,,https://icare-er.com/covid-19-what-you-need-to-know,-96.8639991,33.1777207,"2955 w eldorado pkwy #100, frisco, tx 75033, usa"
Texas,CVS Health COVID-19 Testing Site,5401 Lebanon,Frisco,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.8403762,33.1158903,"5401 lebanon rd, frisco, tx 75034, usa"
Texas,WellHealth,6155 Sports Village Rd Suite 100,Frisco,Drive-thru,M-F 1-4,469-789-2595,call or visit covid19.wellhealthdfw.com,https://external.friscochamber.com/events/Drive-Up-COVID19-Testing-at-WellHealth-Studio-at-the-Frisco-Fieldhouse-USA-6744/details,-96.8301907,33.1609205,"6155 sports village rd #100, frisco, tx 75033, usa"
Texas,Legacy ER,9205 Legacy Dr,Frisco,Clinic,,972-668-6020,,https://legacyer.com/,-96.8486344,33.1548381,"9205 legacy dr, frisco, tx 75034, usa"
Texas,CVS Health COVID-19 Testing Site,2326 61st Street,Galveston,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-94.8307695,29.2762064,"2326 61st st, galveston, tx 77551, usa"
Texas,Affinity Urgent Care,2808 61st Street Suite 200,Galveston,Clinic,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",281-886-8964,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-94.8279145,29.2708401,"2808 61st st #200, galveston, tx 77551, usa"
Texas,Bestcare Family Medical Center,4402 Broadway Suite 1,Garland,Clinic,,972-240-1789,,https://bestcaregarland.com/,-96.6031376,32.8604325,"4402 broadway blvd ste 1, garland, tx 75043, usa"
Texas,Exceptional Urgent Care,4555 W Walnut St,Garland,Clinic,,(469) 638-8060,,https://www.exceptionaluc.com/onsite-curbside-drive-up-covid-19-testing/,-96.7021618,32.9172666,"4555 w walnut st, garland, tx 75042, usa"
Texas,Walmart,5302 N Garland Ave,Garland,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-96.6432296,32.9625226,"5302 n garland ave, garland, tx 75040, usa"
Texas,CVS Health COVID-19 Testing Site,5702 Lavon Drive,Garland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.6071504,32.9677654,"5702 lavon dr, garland, tx 75040, usa"
Texas,Coryell Health,1507 West Main Street,Gatesville,Clinic,,(254) 865-2166,,https://coryellhealth.org/,-97.7794502,31.4352961,"1507 w main st, gatesville, tx 76528, usa"
Texas,Next Care Urgent Care,900 North Austin Avenue,Georgetown,Clinic,,(512) 930-7828,,https://nextcare.com/curbside/,-97.6772789,30.6505073,"900 n austin ave, georgetown, tx 78626, usa"
Texas,Coryell Health,1510 Hannah Valley Road,Goldthwaite,Clinic,,(254) 865-2166,,https://coryellhealth.org/,-98.5777319,31.4546676,"1510 hanna valley rd, goldthwaite, tx 76844, usa"
Texas,CVS Health COVID-19 Testing Site,4203 South Carrier Parkway,Grand Prairie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.0047822,32.6714718,"4203 s carrier pkwy, grand prairie, tx 75052, usa"
Texas,Passport Health,1340 S Main St Suite 185,Grapevine,Drive-thru,6-Aug,469-241-1954,call ahead for appt,https://www.passporthealthusa.com/,-97.0787145,32.9260911,"1340 s main st #185, grapevine, tx 76051, usa"
